0.000000    0.000000
0.133779    0.000000
0.267559    0.000000
0.401338    0.000000
0.535117    0.000000
0.668896    0.000000
0.802676    0.000000
0.936455    0.000000
1.070234    0.000001
1.204013    0.000001
1.337793    0.000001
1.471572    0.000002
1.605351    0.000002
1.739130    0.000003
1.872910    0.000004
2.006689    0.000005
2.140468    0.000006
2.274247    0.000007
2.408027    0.000009
2.541806    0.000011
2.675585    0.000013
2.809365    0.000016
2.943144    0.000019
3.076923    0.000022
3.210702    0.000026
3.344482    0.000030
3.478261    0.000035
3.612040    0.000041
3.745819    0.000047
3.879599    0.000054
4.013378    0.000062
4.147157    0.000070
4.280936    0.000080
4.414716    0.000090
4.548495    0.000102
4.682274    0.000115
4.816054    0.000128
4.949833    0.000144
5.083612    0.000160
5.217391    0.000178
5.351171    0.000198
5.484950    0.000219
5.618729    0.000242
5.752508    0.000267
5.886288    0.000294
6.020067    0.000323
6.153846    0.000353
6.287625    0.000387
6.421405    0.000422
6.555184    0.000460
6.688963    0.000500
6.822742    0.000543
6.956522    0.000588
7.090301    0.000637
7.224080    0.000688
7.357860    0.000742
7.491639    0.000799
7.625418    0.000859
7.759197    0.000923
7.892977    0.000989
8.026756    0.001059
8.160535    0.001132
8.294314    0.001209
8.428094    0.001289
8.561873    0.001373
8.695652    0.001460
8.829431    0.001551
8.963211    0.001645
9.096990    0.001743
9.230769    0.001845
9.364548    0.001950
9.498328    0.002059
9.632107    0.002171
9.765886    0.002287
9.899666    0.002407
10.033445    0.002530
10.167224    0.002656
10.301003    0.002786
10.434783    0.002919
10.568562    0.003055
10.702341    0.003195
10.836120    0.003337
10.969900    0.003482
11.103679    0.003630
11.237458    0.003781
11.371237    0.003934
11.505017    0.004089
11.638796    0.004247
11.772575    0.004407
11.906355    0.004568
12.040134    0.004731
12.173913    0.004895
12.307692    0.005061
12.441472    0.005228
12.575251    0.005395
12.709030    0.005563
12.842809    0.005732
12.976589    0.005900
13.110368    0.006069
13.244147    0.006237
13.377926    0.006404
13.511706    0.006571
13.645485    0.006737
13.779264    0.006901
13.913043    0.007064
14.046823    0.007225
14.180602    0.007383
14.314381    0.007540
14.448161    0.007694
14.581940    0.007845
14.715719    0.007993
14.849498    0.008138
14.983278    0.008279
15.117057    0.008417
15.250836    0.008550
15.384615    0.008680
15.518395    0.008805
15.652174    0.008925
15.785953    0.009041
15.919732    0.009152
16.053512    0.009258
16.187291    0.009358
16.321070    0.009453
16.454849    0.009542
16.588629    0.009626
16.722408    0.009703
16.856187    0.009775
16.989967    0.009841
17.123746    0.009901
17.257525    0.009954
17.391304    0.010001
17.525084    0.010042
17.658863    0.010076
17.792642    0.010104
17.926421    0.010125
18.060201    0.010140
18.193980    0.010149
18.327759    0.010151
18.461538    0.010147
18.595318    0.010136
18.729097    0.010119
18.862876    0.010096
18.996656    0.010067
19.130435    0.010031
19.264214    0.009990
19.397993    0.009942
19.531773    0.009889
19.665552    0.009831
19.799331    0.009766
19.933110    0.009697
20.066890    0.009622
20.200669    0.009542
20.334448    0.009457
20.468227    0.009367
20.602007    0.009273
20.735786    0.009174
20.869565    0.009072
21.003344    0.008965
21.137124    0.008854
21.270903    0.008739
21.404682    0.008622
21.538462    0.008500
21.672241    0.008376
21.806020    0.008249
21.939799    0.008119
22.073579    0.007987
22.207358    0.007853
22.341137    0.007716
22.474916    0.007578
22.608696    0.007438
22.742475    0.007297
22.876254    0.007154
23.010033    0.007010
23.143813    0.006866
23.277592    0.006720
23.411371    0.006575
23.545151    0.006428
23.678930    0.006282
23.812709    0.006136
23.946488    0.005990
24.080268    0.005844
24.214047    0.005699
24.347826    0.005554
24.481605    0.005410
24.615385    0.005267
24.749164    0.005125
24.882943    0.004984
25.016722    0.004845
25.150502    0.004707
25.284281    0.004570
25.418060    0.004436
25.551839    0.004302
25.685619    0.004171
25.819398    0.004042
25.953177    0.003914
26.086957    0.003789
26.220736    0.003666
26.354515    0.003544
26.488294    0.003425
26.622074    0.003309
26.755853    0.003194
26.889632    0.003083
27.023411    0.002973
27.157191    0.002866
27.290970    0.002761
27.424749    0.002659
27.558528    0.002559
27.692308    0.002462
27.826087    0.002367
27.959866    0.002274
28.093645    0.002184
28.227425    0.002097
28.361204    0.002012
28.494983    0.001930
28.628763    0.001849
28.762542    0.001772
28.896321    0.001696
29.030100    0.001624
29.163880    0.001553
29.297659    0.001485
29.431438    0.001419
29.565217    0.001355
29.698997    0.001293
29.832776    0.001234
29.966555    0.001176
30.100334    0.001121
30.234114    0.001068
30.367893    0.001016
